codloc;localidad;codpostal;partido;provincia;codpart
"00006786";"LA GLORIA";"";"CATRILO";"L";"0515"
"00006788";"LA LUISA";"L6354XAF";"CATRILO";"L";"0515"
"00006789";"LA MARIANITA";"L6354XAG";"CATRILO";"L";"0515"
"00006790";"LA MATILDE";"L6341XAB";"CATRILO";"L";"0515"
"00006791";"LA PAZ";"L6352XAO";"CATRILO";"L";"0515"
"00006792";"LA PERLA";"L6352XAP";"CATRILO";"L";"0515"
"00006793";"LA PERLITA";"L6352XAQ";"CATRILO";"L";"0515"
"00006794";"LA PUNA";"L6330XAJ";"CATRILO";"L";"0515"
"00006795";"LA REBECA";"L6330XAK";"CATRILO";"L";"0515"
"00006796";"LA RESERVA IVANOWSKY";"L6341XAC";"CATRILO";"L";"0515"
"00006797";"LA SEGUNDA";"L6352XAR";"CATRILO";"L";"0515"
"00006798";"LA SUERTE";"L6354XAL";"CATRILO";"L";"0515"
"00006799";"LA TRINIDAD";"L6354XAH";"CATRILO";"L";"0515"
"00006800";"LA UNIDA";"L6330XAF";"CATRILO";"L";"0515"
"00006801";"LA VICTORIA";"L6354XAI";"CATRILO";"L";"0515"
"00006802";"LA VIOLETA";"L6352XAF";"CATRILO";"L";"0515"
"00006803";"LAS GAVIOTAS";"L6354XAJ";"CATRILO";"L";"0515"
"00006804";"LONQUIMAY";"";"CATRILO";"L";"0515"
"00006805";"PUEBLO QUINTANA";"L6352XAG";"CATRILO";"L";"0515"
"00006806";"QUINTANA";"L6352XAH";"CATRILO";"L";"0515"
"00006807";"SAN ANDRES";"L6354XAK";"CATRILO";"L";"0515"
"00006808";"SAN EDUARDO";"L6330XAG";"CATRILO";"L";"0515"
"00018668";"SAN JOAQUIN";"L6330XAB";"CATRILO";"L";"0515"
"00006809";"SAN JOSE";"L6354XAM";"CATRILO";"L";"0515"
"00006810";"SAN JUAN";"L6354XAN";"CATRILO";"L";"0515"
"00006811";"SAN JUSTO";"L6330XAL";"CATRILO";"L";"0515"
"00006812";"SAN MANUEL";"L6352XAS";"CATRILO";"L";"0515"
"00006813";"SAN PEDRO";"L6330XAM";"CATRILO";"L";"0515"
"00006814";"URIBURU";"";"CATRILO";"L";"0515"
"00006815";"ARBOL DE LA ESPERANZA";"L6323XAQ";"CHALILEO";"L";"0516"
"00018637";"ARBOL SOLO";"L6323XAB";"CHALILEO";"L";"0516"
"00018639";"BUTALO";"L6323XAC";"CHALILEO";"L";"0516"
"00006816";"CHICALCO";"L6323XAO";"CHALILEO";"L";"0516"
"00006817";"COLONIA LA PASTORIL";"L6323XAP";"CHALILEO";"L";"0516"
"00006818";"CURRU MAHUIDA";"L6323XAE";"CHALILEO";"L";"0516"
"00006819";"EL CENTINELA";"L6323XAF";"CHALILEO";"L";"0516"
"00006820";"EMILIO MITRE";"L6323XAG";"CHALILEO";"L";"0516"
"00018641";"LA ESPERANZA";"L6323XAD";"CHALILEO";"L";"0516"
"00006821";"LA PRIMAVERA";"L6323XAH";"CHALILEO";"L";"0516"
"00006822";"LA RAZON SANTA ISABEL";"L6323XAI";"CHALILEO";"L";"0516"
"00006823";"LA SOLEDAD";"L6323XAJ";"CHALILEO";"L";"0516"
"00006824";"LOS TAJAMARES";"L6323XAK";"CHALILEO";"L";"0516"
"00018644";"LOS TURCOS";"L6323XAR";"CHALILEO";"L";"0516"
"00018645";"MEDANOS NEGROS";"L6323XAU";"CHALILEO";"L";"0516"
"00006825";"PASO DE LOS ALGARROBOS";"L6323XAL";"CHALILEO";"L";"0516"
"00006826";"PASO DE LOS PUNTANOS";"L6323XAM";"CHALILEO";"L";"0516"
"00006827";"PASO LA RAZON";"L6323XAN";"CHALILEO";"L";"0516"
"00018647";"SAN FRANCISCO DE LA RAMADA";"L6323XAT";"CHALILEO";"L";"0516"
"00006828";"SANTA ISABEL";"";"CHALILEO";"L";"0516"
"00006829";"VISTA ALEGRE";"L6323XAA";"CHALILEO";"L";"0516"
"00006830";"AGUAS BUENAS";"L6228XAB";"CHAPALEUFU";"L";"0517"
"00006831";"BERNARDO LARROUDE";"";"CHAPALEUFU";"L";"0517"
"00006832";"CEBALLOS";"";"CHAPALEUFU";"L";"0517"
"00017004";"CHACRA LA CASILDA";"L6221XAH";"CHAPALEUFU";"L";"0517"
"00017005";"CHACRA LA MAGDALENA";"L6621XAA";"CHAPALEUFU";"L";"0517"
"00006833";"COLONIA DENEVI";"L6228XAA";"CHAPALEUFU";"L";"0517"
"00006834";"COLONIA LAS MERCEDES";"L6221XAA";"CHAPALEUFU";"L";"0517"
"00006835";"COLONIA TRENQUENDA";"L6220XAA";"CHAPALEUFU";"L";"0517"
"00018613";"COLONIA TREQUEN";"L6220XAB";"CHAPALEUFU";"L";"0517"
"00006836";"CORONEL HILARIOS LAGOS";"";"CHAPALEUFU";"L";"0517"
"00006837";"EL ANTOJO";"L6220XAC";"CHAPALEUFU";"L";"0517"
"00006838";"EL PORVENIR";"L6228XAI";"CHAPALEUFU";"L";"0517"
"00006839";"EL RECREO";"L6220XAD";"CHAPALEUFU";"L";"0517"
"00017006";"ESTANCIA LA LUCHA";"L6221XAE";"CHAPALEUFU";"L";"0517"
"00017007";"ESTANCIA LA PAMPEANA";"L6221XAF";"CHAPALEUFU";"L";"0517"
"00017008";"ESTANCIA LA VOLUNTAD";"L6221XAG";"CHAPALEUFU";"L";"0517"
"00006840";"GALLINAO";"L6228XAJ";"CHAPALEUFU";"L";"0517"
"00006841";"INTENDENTE ALVEAR";"";"CHAPALEUFU";"L";"0517"
"00006842";"LA CASILDA";"L6228XAK";"CHAPALEUFU";"L";"0517"
"00006843";"LA ENERGIA";"L6228XAL";"CHAPALEUFU";"L";"0517"
"00006844";"LA ESPERANZA VERTIZ";"L6365XAB";"CHAPALEUFU";"L";"0517"
"00006845";"LA INVERNADA";"L6228XAM";"CHAPALEUFU";"L";"0517"
"00018616";"LA JUANITA";"L6208XAA";"CHAPALEUFU";"L";"0517"
"00006846";"LA LUCHA";"L6228XAN";"CHAPALEUFU";"L";"0517"
"00006847";"LA MAGDALENA";"L6228XAC";"CHAPALEUFU";"L";"0517"
"00006848";"LA MARIA VERTIZ";"L6365XAA";"CHAPALEUFU";"L";"0517"
"00006849";"LA PAMPEANA";"L6228XAD";"CHAPALEUFU";"L";"0517"
"00006850";"LA PAULINA";"L6221XAB";"CHAPALEUFU";"L";"0517"
"00006851";"LA PRADERA";"L6228XAE";"CHAPALEUFU";"L";"0517"
"00006852";"LA VICTORIA";"L6221XAC";"CHAPALEUFU";"L";"0517"
"00006853";"LAS DELICIAS";"L6221XAD";"CHAPALEUFU";"L";"0517"
"00018618";"MALVINAS ARGENTINAS";"L6228XAH";"CHAPALEUFU";"L";"0517"
"00006854";"MARIANO MIRO";"L6228XAF";"CHAPALEUFU";"L";"0517"
"00018621";"PUEBLO ALASSA";"L6208XAB";"CHAPALEUFU";"L";"0517"
"00006855";"RAMON SEGUNDO";"L6228XAG";"CHAPALEUFU";"L";"0517"
"00018623";"SAN HILARIO";"L6212XAA";"CHAPALEUFU";"L";"0517"
"00006856";"SAN JOSE";"L6228XAO";"CHAPALEUFU";"L";"0517"
"00006857";"SAN URBANO";"L6228XAP";"CHAPALEUFU";"L";"0517"
"00006858";"SANTA AURELIA";"L6239XAA";"CHAPALEUFU";"L";"0517"
"00006859";"SANTA FELICITAS";"L6220XAE";"CHAPALEUFU";"L";"0517"
"00006860";"SARAH";"";"CHAPALEUFU";"L";"0517"
"00006861";"TRES LAGUNAS";"L6228XAQ";"CHAPALEUFU";"L";"0517"
"00006862";"VERTIZ";"";"CHAPALEUFU";"L";"0517"
"00006863";"ZONA RURAL DE VERTIZ";"L6365XAC";"CHAPALEUFU";"L";"0517"
"00006864";"AGUA DE TORRE";"L5621XAA";"CHICAL CO";"L";"0518"
"00006865";"ALGARROBO DEL AGUILA";"L6323XAY";"CHICAL CO";"L";"0518"
"00006866";"ESTABLECIMIENTO EL CENTINELA";"L6323XAZ";"CHICAL CO";"L";"0518"
"00006867";"LA HUMADA";"L6323XAV";"CHICAL CO";"L";"0518"
"00006868";"LA IMARRA";"L6323XAW";"CHICAL CO";"L";"0518"
"00006869";"LA VEINTITRES";"L6323XAX";"CHICAL CO";"L";"0518"
"00006871";"BOEUF";"L6380XAD";"CONHELO";"L";"0520"
"00006872";"CAMPO CARETTO";"L6381XAA";"CONHELO";"L";"0520"
"00006873";"CAMPO MOISES SECCION 1A";"L6383XAC";"CONHELO";"L";"0520"
"00006874";"CAMPO PICO";"L6381XAB";"CONHELO";"L";"0520"
"00006875";"CHACRA 16";"L6380XAF";"CONHELO";"L";"0520"
"00018582";"COLONIA EL DESTINO";"L6381XAF";"CONHELO";"L";"0520"
"00006876";"COLONIA ESPIGA DE ORO";"L6313XAC";"CONHELO";"L";"0520"
"00006877";"COLONIA LA PAZ";"L6313XAD";"CONHELO";"L";"0520"
"00006878";"COLONIA SAN FELIPE";"L6313XAE";"CONHELO";"L";"0520"
"00006879";"COLONIA SAN LORENZO";"L6380XAG";"CONHELO";"L";"0520"
"00006880";"COLONIA SANTA ELENA";"L6313XAF";"CONHELO";"L";"0520"
"00006881";"COLONIAS DRYSDALE";"L6381XAG";"CONHELO";"L";"0520"
"00006882";"COLONIAS MURRAY";"L6381XAH";"CONHELO";"L";"0520"
"00006883";"CONHELO";"L6381XAI";"CONHELO";"L";"0520"
"00006884";"EDUARDO CASTEX";"";"CONHELO";"L";"0520"
"00006885";"EL DESTINO";"L6381XAJ";"CONHELO";"L";"0520"
"00006886";"EL DESTINO";"L6313XAJ";"CONHELO";"L";"0520"
"00006887";"EL FURLONG";"L6313XAK";"CONHELO";"L";"0520"
"00017009";"EL GUANACO";"L6380XAE";"CONHELO";"L";"0520"
"00006888";"EL PELUDO";"L6381XAK";"CONHELO";"L";"0520"
"00006889";"KILOMETRO 619";"L6381XAL";"CONHELO";"L";"0520"
"00006890";"LA DELFINA";"L6313XAL";"CONHELO";"L";"0520"
"00006891";"LAS CHACRAS";"L6381XAM";"CONHELO";"L";"0520"
"00006892";"LOO CO";"L6381XAN";"CONHELO";"L";"0520"
"00006893";"LOTE 12";"L6313XAM";"CONHELO";"L";"0520"
"00006894";"LOTE 13 ESCUELA 173";"L6313XAG";"CONHELO";"L";"0520"
"00006895";"LOTE 17 ESCUELA 95";"L6380XAH";"CONHELO";"L";"0520"
"00006896";"LOTE 2 ESCUELA 185";"L6380XAI";"CONHELO";"L";"0520"
"00006897";"LOTE 20 LA CARLOTA";"L6380XAJ";"CONHELO";"L";"0520"
"00006898";"LOTE 21 COLONIA SANTA ELENA";"L6313XAH";"CONHELO";"L";"0520"
"00006899";"LOTE 23 ESCUELA 221";"L6313XAI";"CONHELO";"L";"0520"
"00006900";"LOTE 24 SECCION 1A";"L6383XAD";"CONHELO";"L";"0520"
"00018584";"LOTE 25 CONHELO";"L6381XAC";"CONHELO";"L";"0520"
"00018586";"LOTE 25 ESCUELA 146";"L6381XAD";"CONHELO";"L";"0520"
"00006901";"LOTE 8 ESCUELA 184";"L6380XAK";"CONHELO";"L";"0520"
"00006902";"MAURICIO MAYER";"";"CONHELO";"L";"0520"
"00006903";"MONTE NIEVAS";"";"CONHELO";"L";"0520"
"00006904";"NICOLAS VERA";"L6380XAA";"CONHELO";"L";"0520"
"00006905";"RUCANELO";"";"CONHELO";"L";"0520"
"00006906";"SAN JOSE";"L6313XAB";"CONHELO";"L";"0520"
"00006907";"SAN RAMON";"L6383XAA";"CONHELO";"L";"0520"
"00006908";"SECCION PRIMERA CONHELLO";"L6383XAB";"CONHELO";"L";"0520"
"00018588";"TTE GRAL EMILIO MITRE";"L6381XAE";"CONHELO";"L";"0520"
"00006909";"WINIFREDA";"";"CONHELO";"L";"0520"
"00006910";"ZONA RURAL  METILEO";"L6367XAC";"CONHELO";"L";"0520"
"00006911";"ZONA URBANA NORTE";"L6380XAB";"CONHELO";"L";"0520"
"00006912";"CERRO DEL AIGRE";"L8201XAA";"CURACO";"L";"0521"
"00006913";"EL DIEZ";"L8201XAB";"CURACO";"L";"0521"
"00006914";"EL DIEZ Y SIETE";"L8201XAC";"CURACO";"L";"0521"
"00006915";"EL NUEVE";"L8201XAD";"CURACO";"L";"0521"
"00006916";"EL TARTAGAL";"L8201XAE";"CURACO";"L";"0521"
"00006917";"EL TRECE";"L8201XAF";"CURACO";"L";"0521"
"00006918";"EL UNO";"L8201XAG";"CURACO";"L";"0521"
"00006919";"EUSKADI";"L8201XAH";"CURACO";"L";"0521"
"00006920";"GOBERNADOR DUVAL";"L8336XAA";"CURACO";"L";"0521"
"00006921";"LA CHITA PUELCHES";"L8201XAI";"CURACO";"L";"0521"
"00006922";"LA CLELIA";"L8201XAJ";"CURACO";"L";"0521"
"00006923";"LA JAPONESA";"L8336XAB";"CURACO";"L";"0521"
"00006924";"LA LIMPIA";"L8201XAK";"CURACO";"L";"0521"
"00006925";"LA REFORMA VIEJA";"L8201XAL";"CURACO";"L";"0521"
"00006926";"LEGASA";"L8201XAM";"CURACO";"L";"0521"
"00006927";"MINERALES DE LA PAMPA";"L8201XAN";"CURACO";"L";"0521"
"00006928";"PUELCHES";"L8201XAO";"CURACO";"L";"0521"
"00006929";"SAN ROBERTO";"L8201XAP";"CURACO";"L";"0521"
"00006930";"ALPACHIRI";"";"GUATRACHE";"L";"0522"
"00018544";"CAMPO DE LOS TOROS";"L6311XAB";"GUATRACHE";"L";"0522"
"00006931";"CAMPO LA FLORIDA";"L6311XAJ";"GUATRACHE";"L";"0522"
"00006932";"CAMPO URDANIZ";"L6309XAG";"GUATRACHE";"L";"0522"
"00006933";"COLONIA ANASAGASTI";"L6309XAB";"GUATRACHE";"L";"0522"
"00018555";"COLONIA LA CHISPA";"L6309XAH";"GUATRACHE";"L";"0522"
"00006934";"COLONIA LA ESPERANZA";"L6311XAC";"GUATRACHE";"L";"0522"
"00018557";"COLONIA LAS VIZCACHERAS";"L6309XAI";"GUATRACHE";"L";"0522"
"00018558";"COLONIA LOS TOROS";"L6311XAA";"GUATRACHE";"L";"0522"
"00006935";"COLONIA LUNA";"L6311XAD";"GUATRACHE";"L";"0522"
"00018560";"COLONIA SANTA ANA";"L6309XAA";"GUATRACHE";"L";"0522"
"00006936";"COLONIA SANTA TERESA";"";"GUATRACHE";"L";"0522"
"00006937";"CONA LAUQUEN";"L8212XAA";"GUATRACHE";"L";"0522"
"00006938";"EL PUMA";"L8214XAA";"GUATRACHE";"L";"0522"
"00006939";"GRAL MANUEL CAMPOS";"";"GUATRACHE";"L";"0522"
"00006940";"GUATRACHE";"";"GUATRACHE";"L";"0522"
"00006942";"LA ELVA";"L8212XAB";"GUATRACHE";"L";"0522"
"00006943";"LA MARIA ELENA";"L8212XAF";"GUATRACHE";"L";"0522"
"00006944";"LA MARIA ROSA";"L6309XAE";"GUATRACHE";"L";"0522"
"00006945";"LA NUEVA";"L6311XAF";"GUATRACHE";"L";"0522"
"00006946";"LA PIEDAD";"L6311XAG";"GUATRACHE";"L";"0522"
"00006947";"LA TORERA";"L8214XAB";"GUATRACHE";"L";"0522"
"00006948";"LAS QUINTAS";"L6311XAH";"GUATRACHE";"L";"0522"
"00006949";"LOS TOROS";"L6311XAI";"GUATRACHE";"L";"0522"
"00006950";"LUNA";"L8212XAG";"GUATRACHE";"L";"0522"
"00006951";"MONTE RALO";"L6309XAF";"GUATRACHE";"L";"0522"
"00006952";"PERU";"L8212XAC";"GUATRACHE";"L";"0522"
"00006953";"PICHE CONA LAUQUEN";"L8212XAD";"GUATRACHE";"L";"0522"
"00006954";"REMECO";"L6311XAE";"GUATRACHE";"L";"0522"
"00006955";"SALINAS MARI MANUEL";"L6309XAC";"GUATRACHE";"L";"0522"
"00006956";"SAN MIGUEL";"L8212XAE";"GUATRACHE";"L";"0522"
"00006957";"SANTA ANA";"L6309XAD";"GUATRACHE";"L";"0522"
"00006958";"ABRAMO";"";"HUCAL";"L";"0523"
"00006959";"BERNASCONI";"";"HUCAL";"L";"0523"
"00006960";"CAMPO CICARE";"L8208XAB";"HUCAL";"L";"0523"
"00006961";"CAMPO DE SALAS";"L8208XAG";"HUCAL";"L";"0523"
"00006962";"CAMPO NICHOLSON";"L8208XAD";"HUCAL";"L";"0523"
"00018516";"COLONIA 17 DE AGOSTO";"L8204XAB";"HUCAL";"L";"0523"
"00006963";"COLONIA BEATRIZ";"L8208XAE";"HUCAL";"L";"0523"
"00006965";"COLONIA HELVECIA";"L8206XAM";"HUCAL";"L";"0523"
"00018518";"COLONIA LAS TRES PIEDRAS";"L8204XAC";"HUCAL";"L";"0523"
"00006966";"COLONIA VASCONGADA";"L8208XAF";"HUCAL";"L";"0523"
"00006967";"COLONIA VILLA ALBA";"L8206XAN";"HUCAL";"L";"0523"
"00006968";"COTITA";"L8212XAU";"HUCAL";"L";"0523"
"00006969";"DOS AMIGOS";"L8212XAV";"HUCAL";"L";"0523"
"00006971";"DOS VIOLETAS";"L8212XAH";"HUCAL";"L";"0523"
"00006972";"EL LUCERO";"L8212XAI";"HUCAL";"L";"0523"
"00006973";"EL MIRADOR";"L8212XAJ";"HUCAL";"L";"0523"
"00006974";"EL TRIGO";"L8206XAB";"HUCAL";"L";"0523"
"00006975";"EL VASQUITO";"L8206XAC";"HUCAL";"L";"0523"
"00006976";"GENERAL SAN MARTIN";"";"HUCAL";"L";"0523"
"00018520";"GERVASIO ORTIZ DE ROSAS";"L8204XAE";"HUCAL";"L";"0523"
"00006977";"HUCAL";"L8212XAK";"HUCAL";"L";"0523"
"00006979";"JACINTO ARAUZ";"";"HUCAL";"L";"0523"
"00006980";"LA ADMINISTRACION";"L8212XAM";"HUCAL";"L";"0523"
"00006981";"LA CATITA";"L8212XAX";"HUCAL";"L";"0523"
"00006982";"LA COLORADA CHICA";"L8206XAO";"HUCAL";"L";"0523"
"00006983";"LA COLORADA GRANDE";"L8206XAP";"HUCAL";"L";"0523"
"00006984";"LA CONSTANCIA";"L8212XAY";"HUCAL";"L";"0523"
"00018521";"LA ESPERANZA";"L8204XAF";"HUCAL";"L";"0523"
"00006985";"LA ESTRELLA DEL SUD";"L8212XAZ";"HUCAL";"L";"0523"
"00006986";"LA ISABEL";"L8212XBA";"HUCAL";"L";"0523"
"00006987";"LA JUANITA";"L8206XAQ";"HUCAL";"L";"0523"
"00006988";"LA MARIA";"L8212XBB";"HUCAL";"L";"0523"
"00006989";"LA MARIA ELISA";"L8212XBC";"HUCAL";"L";"0523"
"00006991";"LA PRIMERA";"L8206XAE";"HUCAL";"L";"0523"
"00006992";"LA PUMA";"L8206XAF";"HUCAL";"L";"0523"
"00006993";"LA UNION";"L8212XAN";"HUCAL";"L";"0523"
"00006994";"LA VICTORIA";"L8212XAO";"HUCAL";"L";"0523"
"00018522";"LOTE 11 BERNASCONI";"L8212XBI";"HUCAL";"L";"0523"
"00018523";"LOTE 12";"L8204XAG";"HUCAL";"L";"0523"
"00006995";"LOTE 17 ESCUELA 121";"L8206XAG";"HUCAL";"L";"0523"
"00006996";"LOTE 18 ESCUELA 158";"L8206XAH";"HUCAL";"L";"0523"
"00006997";"LOTE 20";"L8204XAA";"HUCAL";"L";"0523"
"00006999";"LOTE 23 ESCUELA 264";"L8206XAI";"HUCAL";"L";"0523"
"00007000";"LOTE 7 ESCUELA 270";"L8206XAJ";"HUCAL";"L";"0523"
"00007002";"LOTE 8";"L8212XBD";"HUCAL";"L";"0523"
"00007001";"LOTE 8 ESCUELA 179";"L6319XAA";"HUCAL";"L";"0523"
"00018524";"MARIA";"L8204XAH";"HUCAL";"L";"0523"
"00007003";"MINAS DE SAL";"L8206XAR";"HUCAL";"L";"0523"
"00018525";"NARCISO LEVEN";"L8204XAI";"HUCAL";"L";"0523"
"00007004";"REMECO";"L8212XBE";"HUCAL";"L";"0523"
"00007005";"SAN AQUILINO";"L8212XBF";"HUCAL";"L";"0523"
"00018527";"SAN BERNARDO";"L8204XAJ";"HUCAL";"L";"0523"
"00007006";"SAN DIEGO";"L8212XBG";"HUCAL";"L";"0523"
"00018528";"SAN FERNANDO";"L8204XAK";"HUCAL";"L";"0523"
"00018529";"SAN JOSE";"L8204XAL";"HUCAL";"L";"0523"
"00007007";"SAN JUAN";"L8212XBH";"HUCAL";"L";"0523"
"00007008";"TRAICO";"L8206XAS";"HUCAL";"L";"0523"
"00007009";"TRAICO GRANDE";"L8208XAH";"HUCAL";"L";"0523"
"00007010";"TRES BOTONES";"L8212XAQ";"HUCAL";"L";"0523"
"00007011";"TRES NACIONES";"L8212XAR";"HUCAL";"L";"0523"
"00007012";"TRIBULUCI";"L8212XAS";"HUCAL";"L";"0523"
"00007013";"TRUBULUCO";"L8212XAT";"HUCAL";"L";"0523"
"00007014";"VILLA ALBA";"L8206XAK";"HUCAL";"L";"0523"
"00007015";"VILLA MENCUELLE";"L8208XAC";"HUCAL";"L";"0523"
"00007022";"CUCHILLO CO";"L8214XAD";"LIHUEL CALEL";"L";"0524"
"00007016";"EL BOQUERON";"L8200XAB";"LIHUEL CALEL";"L";"0524"
"00007023";"EL PORVENIR";"L8214XAC";"LIHUEL CALEL";"L";"0524"
"00007017";"LA ASTURIANA";"L8201XAR";"LIHUEL CALEL";"L";"0524"
"00007018";"LAS DOS NACIONES";"L8200XAC";"LIHUEL CALEL";"L";"0524"
"00007019";"LIHUE CALEL";"L8201XAS";"LIHUEL CALEL";"L";"0524"
"00007020";"LIMAY MAHUIDA";"L8201XAQ";"LIHUEL CALEL";"L";"0524"
"00007021";"SIERRAS DE LIHUEL CALEL";"L8200XAA";"LIHUEL CALEL";"L";"0524"
"00007024";"JULIAN A MANSILLA";"L8201XAT";"LIMAY MAHUIDA";"L";"0526"
"00007025";"CAICHUE";"L6321XAA";"LOVENTUE";"L";"0527"
"00007026";"CARRO QUEMADO";"";"LOVENTUE";"L";"0527"
"00007027";"CHACRAS DE VICTORICA";"L6319XAB";"LOVENTUE";"L";"0527"
"00007028";"COLONIA EL PORVENIR";"L6321XAB";"LOVENTUE";"L";"0527"
"00007029";"COSTA DEL SALADO";"L6321XAW";"LOVENTUE";"L";"0527"
"00007030";"DOS AMIGOS";"L6321XAX";"LOVENTUE";"L";"0527"
"00007031";"EL DESTINO";"L6321XAY";"LOVENTUE";"L";"0527"
"00007032";"EL DURAZNO";"L6319XAF";"LOVENTUE";"L";"0527"
"00007033";"EL MATE";"L6321XAZ";"LOVENTUE";"L";"0527"
"00007034";"EL ODRE";"L6321XBA";"LOVENTUE";"L";"0527"
"00007035";"EL REFUGIO";"L6321XBB";"LOVENTUE";"L";"0527"
"00007036";"EL RETIRO";"L6321XBC";"LOVENTUE";"L";"0527"
"00007037";"EL SILENCIO";"L6321XBD";"LOVENTUE";"L";"0527"
"00007038";"GUADALOZA";"L6319XAG";"LOVENTUE";"L";"0527"
"00007039";"JAGUEL DEL ESQUINERO";"L6321XBE";"LOVENTUE";"L";"0527"
"00007040";"JAGUEL DEL MONTE";"L6321XAC";"LOVENTUE";"L";"0527"
"00007041";"JUZGADO VIEJO";"L6321XAD";"LOVENTUE";"L";"0527"
"00007042";"LA CATALINA";"L6321XAE";"LOVENTUE";"L";"0527"
"00007043";"LA CIENAGA";"L6321XAF";"LOVENTUE";"L";"0527"
"00007044";"LA CONSTANCIA";"L6321XAG";"LOVENTUE";"L";"0527"
"00007045";"LA ELENITA";"L6321XAH";"LOVENTUE";"L";"0527"
"00007046";"LA ELIA";"L6321XAI";"LOVENTUE";"L";"0527"
"00007047";"LA ELINA";"L6321XAJ";"LOVENTUE";"L";"0527"
"00007048";"LA ESMERALDA";"L6321XAK";"LOVENTUE";"L";"0527"
"00007049";"LA ESTRELLA";"L6321XBF";"LOVENTUE";"L";"0527"
"00007050";"LA EULOGIA";"L6321XBG";"LOVENTUE";"L";"0527"
"00007051";"LA FE";"L6321XBH";"LOVENTUE";"L";"0527"
"00007052";"LA FLORENCIA";"L6317XAA";"LOVENTUE";"L";"0527"
"00007053";"LA GUADALOSA";"L6321XBI";"LOVENTUE";"L";"0527"
"00007054";"LA ISABEL";"L6321XBJ";"LOVENTUE";"L";"0527"
"00007055";"LA LAURENTINA";"L6321XBK";"LOVENTUE";"L";"0527"
"00007056";"LA LUZ";"L6321XBL";"LOVENTUE";"L";"0527"
"00007057";"LA MARCELA";"L6321XBM";"LOVENTUE";"L";"0527"
"00007058";"LA MOROCHA";"L6319XAH";"LOVENTUE";"L";"0527"
"00018436";"LA PASTORIL";"L6323XBA";"LOVENTUE";"L";"0527"
"00007059";"LA PENCOSA";"L6321XAL";"LOVENTUE";"L";"0527"
"00007060";"LA RAZON";"L6321XAM";"LOVENTUE";"L";"0527"
"00007061";"LA TINAJERA";"L6321XAN";"LOVENTUE";"L";"0527"
"00007062";"LA UNION";"L6321XAO";"LOVENTUE";"L";"0527"
"00007063";"LA VERDE";"L6321XAP";"LOVENTUE";"L";"0527"
"00007064";"LA ZOTA";"L6321XAQ";"LOVENTUE";"L";"0527"
"00007065";"LABAL";"L6319XAC";"LOVENTUE";"L";"0527"
"00007066";"LEONA REDONDA";"L6321XAR";"LOVENTUE";"L";"0527"
"00007067";"LOMA REDONDA";"L6321XAS";"LOVENTUE";"L";"0527"
"00007068";"LOMAS DE GATICA";"L6321XBN";"LOVENTUE";"L";"0527"
"00007069";"LOMAS OMBU";"L6321XBO";"LOVENTUE";"L";"0527"
"00007070";"LOS MANANTIALES";"L6321XBP";"LOVENTUE";"L";"0527"
"00007071";"LOS TRES POZOS";"L6321XBQ";"LOVENTUE";"L";"0527"
"00007072";"LOTE 5 LUAN TORO";"L6317XAB";"LOVENTUE";"L";"0527"
"00007073";"LOVENTUEL";"L6317XAC";"LOVENTUE";"L";"0527"
"00007074";"LUAN TORO";"";"LOVENTUE";"L";"0527"
"00007075";"MANANTIALES";"L6321XBR";"LOVENTUE";"L";"0527"
"00007076";"MAYACO";"L6321XBS";"LOVENTUE";"L";"0527"
"00007077";"NAHUEL NAPA";"L6321XBT";"LOVENTUE";"L";"0527"
"00007078";"NANQUEL HUITRE";"L6321XAT";"LOVENTUE";"L";"0527"
"00018508";"PICHI MERICO";"L6321XBU";"LOVENTUE";"L";"0527"
"00007079";"POITAGUE";"L6319XAD";"LOVENTUE";"L";"0527"
"00007080";"SAN EMILIO";"L6321XAU";"LOVENTUE";"L";"0527"
"00007081";"SAN FRANCISCO";"L6319XAE";"LOVENTUE";"L";"0527"
"00007082";"SAN JOSE";"L6321XAV";"LOVENTUE";"L";"0527"
"00007083";"TELEN";"";"LOVENTUE";"L";"0527"
"00007084";"VICTORICA";"";"LOVENTUE";"L";"0527"
"00018395";"AGUSTONI";"L6361XAD";"MARACO";"L";"0528"
"00007085";"ARGENTINA BELVEDERE";"L6367XAA";"MARACO";"L";"0528"
"00007086";"AZTEAZU";"L6365XAD";"MARACO";"L";"0528"
"00007087";"BARRIO EL MOLINO";"L6360XAA";"MARACO";"L";"0528"
"00007088";"CAIMI";"L6361XAA";"MARACO";"L";"0528"
"00007089";"CARLOS BERG";"L6360XAB";"MARACO";"L";"0528"
"00007090";"COLONIA LA CARLOTA";"L6315XAB";"MARACO";"L";"0528"
"00018397";"DORILA";"L6365XAJ";"MARACO";"L";"0528"
"00007091";"EL BELGICA";"L6331XAA";"MARACO";"L";"0528"
"00018398";"EL EUCALIPTO";"L6331XAC";"MARACO";"L";"0528"
"00007092";"EL PARQUE";"L6331XAB";"MARACO";"L";"0528"
"00018400";"EL SAUCE";"L6331XAD";"MARACO";"L";"0528"
"00007093";"GENERAL PICO";"";"MARACO";"L";"0528"
"00007094";"LA BARRANCOSA";"L6365XAE";"MARACO";"L";"0528"
"00007095";"LA CHAPELLE";"L6360XAC";"MARACO";"L";"0528"
"00018402";"LA ELSA";"L6331XAE";"MARACO";"L";"0528"
