codloc;localidad;codpostal;partido;provincia;codpart
"00021547";"TAMBOREO";"D5750XAH";"CORONEL PRINGLES";"D";"0866"
"00015085";"TOTORAL";"D5701XAV";"CORONEL PRINGLES";"D";"0866"
"00015086";"TOTORILLA";"D5771XAB";"CORONEL PRINGLES";"D";"0866"
"00015087";"TRAPICHE";"";"CORONEL PRINGLES";"D";"0866"
"00015088";"VALLE DE LA PANCANTA";"D5701XAW";"CORONEL PRINGLES";"D";"0866"
"00015089";"VALLECITO";"D5701XAX";"CORONEL PRINGLES";"D";"0866"
"00015090";"VIRARCO";"D5701XCA";"CORONEL PRINGLES";"D";"0866"
"00015091";"VISTA HERMOSA";"D5730XAA";"CORONEL PRINGLES";"D";"0866"
"00015092";"YACORO";"D5750XBG";"CORONEL PRINGLES";"D";"0866"
"00021367";"30 DE OCTUBRE";"D5637XAD";"GOBERNADOR DUPUY";"D";"0867"
"00015093";"ALEGRIA";"D6389XAA";"GOBERNADOR DUPUY";"D";"0867"
"00015094";"ANCHORENA";"D6389XAB";"GOBERNADOR DUPUY";"D";"0867"
"00015095";"ARIZONA";"";"GOBERNADOR DUPUY";"D";"0867"
"00015096";"BAGUAL";"";"GOBERNADOR DUPUY";"D";"0867"
"00015097";"BAJADA NUEVA";"D6216XBI";"GOBERNADOR DUPUY";"D";"0867"
"00015098";"BATAVIA";"D6279XAX";"GOBERNADOR DUPUY";"D";"0867"
"00015099";"BILLIKEN";"D6216XBJ";"GOBERNADOR DUPUY";"D";"0867"
"00021343";"BOCA DE LA QUEBRADA";"D6216XAC";"GOBERNADOR DUPUY";"D";"0867"
"00015100";"BUENA ESPERANZA";"";"GOBERNADOR DUPUY";"D";"0867"
"00015101";"CASIMIRO GOMEZ";"D6214XAA";"GOBERNADOR DUPUY";"D";"0867"
"00015102";"COCHENELOS";"D6277XAA";"GOBERNADOR DUPUY";"D";"0867"
"00015103";"COCHEQUINGAN";"D6216XAG";"GOBERNADOR DUPUY";"D";"0867"
"00015104";"COLONIA CALZADA";"D6279XAE";"GOBERNADOR DUPUY";"D";"0867"
"00015105";"COLONIA EL CAMPAMENTO";"D6216XAH";"GOBERNADOR DUPUY";"D";"0867"
"00015106";"COLONIA LA FLORIDA";"D6216XAI";"GOBERNADOR DUPUY";"D";"0867"
"00015107";"COLONIA URDANIZ";"D6216XAJ";"GOBERNADOR DUPUY";"D";"0867"
"00015108";"CORONEL SEGOVIA";"D6279XAF";"GOBERNADOR DUPUY";"D";"0867"
"00015109";"EL AGUILA";"D6279XAG";"GOBERNADOR DUPUY";"D";"0867"
"00015110";"EL CAMPAMENTO";"D6216XAK";"GOBERNADOR DUPUY";"D";"0867"
"00015111";"EL CINCO";"D6216XBK";"GOBERNADOR DUPUY";"D";"0867"
"00021345";"EL ESPINILLO";"D6279XAA";"GOBERNADOR DUPUY";"D";"0867"
"00015113";"EL MARTILLO";"D6216XBL";"GOBERNADOR DUPUY";"D";"0867"
"00015114";"EL OASIS";"D6277XAJ";"GOBERNADOR DUPUY";"D";"0867"
"00015115";"EL PICHE";"D6279XAY";"GOBERNADOR DUPUY";"D";"0867"
"00021346";"EL PIGUE";"D6216XAA";"GOBERNADOR DUPUY";"D";"0867"
"00021360";"EL PLUMERITO";"D5637XAA";"GOBERNADOR DUPUY";"D";"0867"
"00015116";"EL PORVENIR";"D6216XBM";"GOBERNADOR DUPUY";"D";"0867"
"00015117";"EL QUINGUAL";"D6277XAK";"GOBERNADOR DUPUY";"D";"0867"
"00021361";"EL RECUERDO";"D6279XAB";"GOBERNADOR DUPUY";"D";"0867"
"00015119";"EL RODEO";"D6389XAC";"GOBERNADOR DUPUY";"D";"0867"
"00015120";"EL TORO MUERTO";"D6216XBN";"GOBERNADOR DUPUY";"D";"0867"
"00015121";"EL VERANO";"D6277XAL";"GOBERNADOR DUPUY";"D";"0867"
"00015122";"EL YACATAN";"D6279XAM";"GOBERNADOR DUPUY";"D";"0867"
"00015123";"ESTANCIA 30 DE OCTUBRE";"D6279XAH";"GOBERNADOR DUPUY";"D";"0867"
"00015124";"ESTANCIA DON ARTURO";"D6279XAI";"GOBERNADOR DUPUY";"D";"0867"
"00021347";"FAVELLI";"D5636XAA";"GOBERNADOR DUPUY";"D";"0867"
"00015125";"FORTIN EL PATRIA";"";"GOBERNADOR DUPUY";"D";"0867"
"00015126";"FORTUNA";"";"GOBERNADOR DUPUY";"D";"0867"
"00015127";"FRISIA";"D6277XAB";"GOBERNADOR DUPUY";"D";"0867"
"00015128";"GLORIA A DIOS";"D6279XAJ";"GOBERNADOR DUPUY";"D";"0867"
"00015130";"LA AMALIA";"D6279XAK";"GOBERNADOR DUPUY";"D";"0867"
"00015131";"LA AROMA";"D6279XAL";"GOBERNADOR DUPUY";"D";"0867"
"00015132";"LA AURORA";"D6216XBO";"GOBERNADOR DUPUY";"D";"0867"
"00015133";"LA BAVARIA";"D6279XAZ";"GOBERNADOR DUPUY";"D";"0867"
"00015134";"LA BOLIVIA";"D6279XBA";"GOBERNADOR DUPUY";"D";"0867"
"00015135";"LA CALDERA";"D6216XBP";"GOBERNADOR DUPUY";"D";"0867"
"00021348";"LA CHERINDU";"D6216XAB";"GOBERNADOR DUPUY";"D";"0867"
"00015136";"LA COLINA";"D6269XAA";"GOBERNADOR DUPUY";"D";"0867"
"00021349";"LA COLONIA";"D6216XAD";"GOBERNADOR DUPUY";"D";"0867"
"00015137";"LA CORA";"D6279XBB";"GOBERNADOR DUPUY";"D";"0867"
"00015138";"LA DONOSTIA";"D6216XBQ";"GOBERNADOR DUPUY";"D";"0867"
"00015139";"LA DULCE";"D6277XAM";"GOBERNADOR DUPUY";"D";"0867"
"00015140";"LA ELENA";"D6216XBR";"GOBERNADOR DUPUY";"D";"0867"
"00015141";"LA ELENITA";"D6216XBS";"GOBERNADOR DUPUY";"D";"0867"
"00015142";"LA EMMA";"D6216XBT";"GOBERNADOR DUPUY";"D";"0867"
"00015143";"LA ERNESTINA";"D6216XAM";"GOBERNADOR DUPUY";"D";"0867"
"00015144";"LA ESCONDIDA";"D6216XAN";"GOBERNADOR DUPUY";"D";"0867"
"00015145";"LA ESMERALDA";"D6277XAC";"GOBERNADOR DUPUY";"D";"0867"
"00015146";"LA ESPERANZA";"D6279XAN";"GOBERNADOR DUPUY";"D";"0867"
"00015147";"LA ESTRELLA";"D6216XAO";"GOBERNADOR DUPUY";"D";"0867"
"00015148";"LA ETHEL";"D6277XAD";"GOBERNADOR DUPUY";"D";"0867"
"00015149";"LA FELISA";"D6279XAO";"GOBERNADOR DUPUY";"D";"0867"
"00015150";"LA FLORIDA";"D6216XAP";"GOBERNADOR DUPUY";"D";"0867"
"00015151";"LA GAVIOTA";"D6216XAQ";"GOBERNADOR DUPUY";"D";"0867"
"00015152";"LA GERMANIA";"D6279XAP";"GOBERNADOR DUPUY";"D";"0867"
"00015153";"LA GITANA";"D6216XBU";"GOBERNADOR DUPUY";"D";"0867"
"00015154";"LA HOLANDA";"D6216XBV";"GOBERNADOR DUPUY";"D";"0867"
"00015155";"LA HORTENSIA";"D6279XBC";"GOBERNADOR DUPUY";"D";"0867"
"00015156";"LA INVERNADA";"D6277XAN";"GOBERNADOR DUPUY";"D";"0867"
"00015157";"LA ISLA";"D6279XBD";"GOBERNADOR DUPUY";"D";"0867"
"00015158";"LA JOSEFA";"D6216XBW";"GOBERNADOR DUPUY";"D";"0867"
"00015159";"LA JUANA";"D6279XBE";"GOBERNADOR DUPUY";"D";"0867"
"00015160";"LA JUANITA";"D6216XBX";"GOBERNADOR DUPUY";"D";"0867"
"00015161";"LA LAURA";"D6279XBF";"GOBERNADOR DUPUY";"D";"0867"
"00021351";"LA LECHUGA";"D5637XAF";"GOBERNADOR DUPUY";"D";"0867"
"00015162";"LA LINDA";"D6216XBY";"GOBERNADOR DUPUY";"D";"0867"
"00015163";"LA LUISA";"D6279XBG";"GOBERNADOR DUPUY";"D";"0867"
"00015164";"LA MARAVILLA";"D6216XAR";"GOBERNADOR DUPUY";"D";"0867"
"00015165";"LA MARGARITA";"D6216XAS";"GOBERNADOR DUPUY";"D";"0867"
"00015166";"LA MARGARITA CARLOTA";"D6216XAT";"GOBERNADOR DUPUY";"D";"0867"
"00015167";"LA MARIA ESTHER";"D6279XAQ";"GOBERNADOR DUPUY";"D";"0867"
"00015168";"LA MARIA LUISA";"D6277XAE";"GOBERNADOR DUPUY";"D";"0867"
"00015169";"LA MAROMA";"D6216XAU";"GOBERNADOR DUPUY";"D";"0867"
"00015170";"LA MASCOTA";"D6216XAV";"GOBERNADOR DUPUY";"D";"0867"
"00015171";"LA MEDIA LEGUA";"D6216XAW";"GOBERNADOR DUPUY";"D";"0867"
"00015172";"LA MELINA";"D6216XAX";"GOBERNADOR DUPUY";"D";"0867"
"00015173";"LA NUTRIA";"D6279XAR";"GOBERNADOR DUPUY";"D";"0867"
"00015174";"LA REINA";"D6279XBH";"GOBERNADOR DUPUY";"D";"0867"
"00015176";"LA RESERVA";"D6279XBI";"GOBERNADOR DUPUY";"D";"0867"
"00021353";"LA RESERVA";"D6216XAE";"GOBERNADOR DUPUY";"D";"0867"
"00015177";"LA ROSALIA";"D6279XBJ";"GOBERNADOR DUPUY";"D";"0867"
"00015178";"LA ROSINA";"D6277XAO";"GOBERNADOR DUPUY";"D";"0867"
"00015179";"LA SEGUNDA";"D6277XAP";"GOBERNADOR DUPUY";"D";"0867"
"00015180";"LA TIGRA";"D6216XBZ";"GOBERNADOR DUPUY";"D";"0867"
"00015181";"LA TRAVESIA";"D6389XAE";"GOBERNADOR DUPUY";"D";"0867"
"00015182";"LA URUGUAYA";"D6216XCA";"GOBERNADOR DUPUY";"D";"0867"
"00015183";"LA VACA";"D6389XAF";"GOBERNADOR DUPUY";"D";"0867"
"00015184";"LA VERDE";"D6389XAD";"GOBERNADOR DUPUY";"D";"0867"
"00015185";"LAS AROMAS";"D6277XAG";"GOBERNADOR DUPUY";"D";"0867"
"00021363";"LAS CARRETAS";"D6279XAC";"GOBERNADOR DUPUY";"D";"0867"
"00015186";"LAS CORTADERAS";"D6216XBD";"GOBERNADOR DUPUY";"D";"0867"
"00015187";"LAS GITANAS";"D6216XAY";"GOBERNADOR DUPUY";"D";"0867"
"00015188";"LAS LAGUNAS";"D6216XAZ";"GOBERNADOR DUPUY";"D";"0867"
"00015189";"LAS MARTINETAS";"D6216XBA";"GOBERNADOR DUPUY";"D";"0867"
"00015190";"LAS MESTIZAS";"D6277XAF";"GOBERNADOR DUPUY";"D";"0867"
"00015191";"LAURA ELISA";"D6279XAS";"GOBERNADOR DUPUY";"D";"0867"
"00015192";"LOS BARRIALES";"D6216XBB";"GOBERNADOR DUPUY";"D";"0867"
"00015194";"LOS DOS RIOS";"D6216XBC";"GOBERNADOR DUPUY";"D";"0867"
"00021354";"LOS DUEROS";"D6216XAF";"GOBERNADOR DUPUY";"D";"0867"
"00015195";"LOS DURAZNOS";"D6216XCB";"GOBERNADOR DUPUY";"D";"0867"
"00015196";"LOS HUAYCOS";"D6279XBK";"GOBERNADOR DUPUY";"D";"0867"
"00015197";"LOS LOBOS";"D6216XCC";"GOBERNADOR DUPUY";"D";"0867"
"00015198";"LOS OSCUROS";"D6277XAQ";"GOBERNADOR DUPUY";"D";"0867"
"00015199";"LOS VALLES";"D6279XBL";"GOBERNADOR DUPUY";"D";"0867"
"00015200";"MACHAO";"D6277XAR";"GOBERNADOR DUPUY";"D";"0867"
"00015201";"MARTIN DE LOYOLA";"D6216XCD";"GOBERNADOR DUPUY";"D";"0867"
"00015202";"MILAGRO";"D6216XCE";"GOBERNADOR DUPUY";"D";"0867"
"00015203";"MONTE COCHEQUINGAN";"D6216XCF";"GOBERNADOR DUPUY";"D";"0867"
"00015204";"NAHUEL MAPA";"D6279XBM";"GOBERNADOR DUPUY";"D";"0867"
"00015205";"NAVIA";"";"GOBERNADOR DUPUY";"D";"0867"
"00015206";"NILINAST";"D6277XAH";"GOBERNADOR DUPUY";"D";"0867"
"00021356";"NUEVA CONSTITUCION";"D5636XAC";"GOBERNADOR DUPUY";"D";"0867"
"00015207";"NUEVA ESPERANZA";"D6279XAU";"GOBERNADOR DUPUY";"D";"0867"
"00015208";"NUEVA GALIA";"";"GOBERNADOR DUPUY";"D";"0867"
"00015210";"PASO DE LOS GAUCHOS";"D6216XBE";"GOBERNADOR DUPUY";"D";"0867"
"00015211";"PENICE";"D6279XAW";"GOBERNADOR DUPUY";"D";"0867"
"00015212";"PLACILLA";"D6277XAI";"GOBERNADOR DUPUY";"D";"0867"
"00021365";"PLUMERITO";"D5637XAC";"GOBERNADOR DUPUY";"D";"0867"
"00015213";"POLLEDO";"D6216XBF";"GOBERNADOR DUPUY";"D";"0867"
"00015214";"RANQUELCO";"D6216XBG";"GOBERNADOR DUPUY";"D";"0867"
"00015215";"ROSALES";"D6216XBH";"GOBERNADOR DUPUY";"D";"0867"
"00015216";"SAN ANTONIO";"D6279XBN";"GOBERNADOR DUPUY";"D";"0867"
"00015217";"SAN CARLOS";"D6389XAG";"GOBERNADOR DUPUY";"D";"0867"
"00015218";"SAN ISIDRO";"D6279XBO";"GOBERNADOR DUPUY";"D";"0867"
"00015219";"SAN JORGE";"D6216XCG";"GOBERNADOR DUPUY";"D";"0867"
"00015220";"SAN JOSE";"D6279XBP";"GOBERNADOR DUPUY";"D";"0867"
"00015221";"SAN JUAN";"D6277XAS";"GOBERNADOR DUPUY";"D";"0867"
"00015222";"SANTA CECILIA";"D6279XBQ";"GOBERNADOR DUPUY";"D";"0867"
"00015223";"SANTA LUCIA";"D6216XCH";"GOBERNADOR DUPUY";"D";"0867"
"00015224";"SANTA MARIA";"D6279XBR";"GOBERNADOR DUPUY";"D";"0867"
"00015225";"SANTA TERESA";"D6216XCI";"GOBERNADOR DUPUY";"D";"0867"
"00021358";"SANTA TERESA";"D6279XAD";"GOBERNADOR DUPUY";"D";"0867"
"00015226";"SANTO DOMINGO";"D6216XCJ";"GOBERNADOR DUPUY";"D";"0867"
"00015227";"TOINGUA";"D6216XCK";"GOBERNADOR DUPUY";"D";"0867"
"00015228";"TORO BAYO";"D6279XBS";"GOBERNADOR DUPUY";"D";"0867"
"00021366";"TOSCAL";"D5636XAB";"GOBERNADOR DUPUY";"D";"0867"
"00015229";"UCHAIMA";"D6279XBT";"GOBERNADOR DUPUY";"D";"0867"
"00015230";"UNION";"";"GOBERNADOR DUPUY";"D";"0867"
"00021369";"USIYAL";"D5637XAE";"GOBERNADOR DUPUY";"D";"0867"
"00015231";"VALLE HERMOSO";"D6279XBU";"GOBERNADOR DUPUY";"D";"0867"
"00015232";"VIVA LA PATRIA";"D6279XBV";"GOBERNADOR DUPUY";"D";"0867"
"00021438";"13 DE ENERO";"D5741XAD";"GENERAL PEDERNERA";"D";"0868"
"00021386";"20 DE FEBRERO";"D5730XAO";"GENERAL PEDERNERA";"D";"0868"
"00021387";"9 DE JULIO";"D5831XAD";"GENERAL PEDERNERA";"D";"0868"
"00021432";"AGUA DEL PORTEZUELO";"D5730XAH";"GENERAL PEDERNERA";"D";"0868"
"00015233";"AGUA FRIA";"D5831XAY";"GENERAL PEDERNERA";"D";"0868"
"00021389";"AGUADA";"D5831XAX";"GENERAL PEDERNERA";"D";"0868"
"00015234";"ALFALAND";"D5731XAY";"GENERAL PEDERNERA";"D";"0868"
"00015235";"ALTO VERDE";"D5741XAQ";"GENERAL PEDERNERA";"D";"0868"
"00015236";"AVANZADA";"D5738XAV";"GENERAL PEDERNERA";"D";"0868"
"00015237";"AVIADOR ORIGONE";"D5741XAN";"GENERAL PEDERNERA";"D";"0868"
"00021390";"BAJOS HONDOS";"D5741XAO";"GENERAL PEDERNERA";"D";"0868"
"00015238";"BOCA DEL RIO";"D5831XAL";"GENERAL PEDERNERA";"D";"0868"
"00015239";"CALDENADAS";"D5738XAM";"GENERAL PEDERNERA";"D";"0868"
"00021391";"CAPELEN";"D5741XAP";"GENERAL PEDERNERA";"D";"0868"
"00015240";"CENTENARIO";"D6279XBX";"GENERAL PEDERNERA";"D";"0868"
"00015241";"CERRO BLANCO";"D5731XAM";"GENERAL PEDERNERA";"D";"0868"
"00015242";"CERRO NEGRO";"D5731XAN";"GENERAL PEDERNERA";"D";"0868"
"00021393";"CHACRA LA PRIMAVERA";"D5730XBK";"GENERAL PEDERNERA";"D";"0868"
"00015243";"CHALANTA";"D5721XAC";"GENERAL PEDERNERA";"D";"0868"
"00015244";"CHANCARITA";"D5831XAM";"GENERAL PEDERNERA";"D";"0868"
"00015249";"CIUDAD JARDIN DE SAN LUIS";"D5730XAK";"GENERAL PEDERNERA";"D";"0868"
"00015245";"COLONIA BELLA VISTA";"D5735XAA";"GENERAL PEDERNERA";"D";"0868"
"00015246";"COLONIA LUNA";"D5738XAN";"GENERAL PEDERNERA";"D";"0868"
"00015247";"CORONEL ALZOGARAY";"D5730XBE";"GENERAL PEDERNERA";"D";"0868"
"00015248";"CRAMER";"D5733XAA";"GENERAL PEDERNERA";"D";"0868"
"00021398";"EL CALDEN";"D5741XAE";"GENERAL PEDERNERA";"D";"0868"
"00015250";"EL CARMEN";"D5738XAA";"GENERAL PEDERNERA";"D";"0868"
"00015252";"EL DIQUE";"D5730XAM";"GENERAL PEDERNERA";"D";"0868"
"00016601";"EL ESPINILLO";"D6279XBW";"GENERAL PEDERNERA";"D";"0868"
"00015253";"EL FORTIN";"D5730XAN";"GENERAL PEDERNERA";"D";"0868"
"00015254";"EL MANGRULLO";"D5738XAB";"GENERAL PEDERNERA";"D";"0868"
"00015255";"EL MORRO";"D5731XAC";"GENERAL PEDERNERA";"D";"0868"
"00015256";"EL NASAO";"D5738XAC";"GENERAL PEDERNERA";"D";"0868"
"00015257";"EL PASAJERO";"D5731XAD";"GENERAL PEDERNERA";"D";"0868"
"00015258";"EL PLATEADO";"D5731XAO";"GENERAL PEDERNERA";"D";"0868"
"00015259";"EL SARCO";"D5731XAP";"GENERAL PEDERNERA";"D";"0868"
"00015260";"EL TALITA";"D5831XAN";"GENERAL PEDERNERA";"D";"0868"
"00021399";"ESTANCIA EL CHAMICO";"D5730XAP";"GENERAL PEDERNERA";"D";"0868"
"00021400";"ESTANCIA EL DIVISADERO";"D5730XAQ";"GENERAL PEDERNERA";"D";"0868"
"00021402";"ESTANCIA EL QUEBRACHAL";"D5730XAR";"GENERAL PEDERNERA";"D";"0868"
"00021403";"ESTANCIA EL SAUCECITO";"D5730XAS";"GENERAL PEDERNERA";"D";"0868"
"00021404";"ESTANCIA LA GUARDIA";"D5730XAT";"GENERAL PEDERNERA";"D";"0868"
"00021405";"ESTANCIA LA GUILLERMINA";"D5731XAE";"GENERAL PEDERNERA";"D";"0868"
"00021407";"ESTANCIA LA MORENA";"D5731XAF";"GENERAL PEDERNERA";"D";"0868"
"00021408";"ESTANCIA LA RESERVA";"D5730XAU";"GENERAL PEDERNERA";"D";"0868"
"00021409";"ESTANCIA LA ZULEMITA";"D5730XAV";"GENERAL PEDERNERA";"D";"0868"
"00021410";"ESTANCIA LAS BEBIDAS";"D5730XAB";"GENERAL PEDERNERA";"D";"0868"
"00021411";"ESTANCIA LOS HERMANOS";"D5730XAC";"GENERAL PEDERNERA";"D";"0868"
"00021412";"ESTANCIA LOS NOGALES";"D5730XAD";"GENERAL PEDERNERA";"D";"0868"
"00021413";"ESTANCIA SAN ALBERTO";"D5730XAE";"GENERAL PEDERNERA";"D";"0868"
"00021414";"ESTANCIA SAN ANTONIO";"D5731XAA";"GENERAL PEDERNERA";"D";"0868"
"00021415";"ESTANCIA SAN FRANCISCO";"D5730XAF";"GENERAL PEDERNERA";"D";"0868"
"00015261";"GENERAL PEDERNERA";"D5738XAO";"GENERAL PEDERNERA";"D";"0868"
"00015262";"GUANACO";"D5759XAP";"GENERAL PEDERNERA";"D";"0868"
"00015263";"ISONDU";"D5735XAB";"GENERAL PEDERNERA";"D";"0868"
"00015264";"JUAN JORBA";"D5731XAQ";"GENERAL PEDERNERA";"D";"0868"
"00015265";"JUAN LLERENA";"";"GENERAL PEDERNERA";"D";"0868"
"00021416";"JUANTE";"D5731XAB";"GENERAL PEDERNERA";"D";"0868"
"00015266";"JUSTO DARACT";"";"GENERAL PEDERNERA";"D";"0868"
"00015267";"KILOMETRO 656";"D5730XBF";"GENERAL PEDERNERA";"D";"0868"
"00015268";"LA AGUADA";"D5831XAO";"GENERAL PEDERNERA";"D";"0868"
"00015269";"LA ANGELINA";"D5731XAG";"GENERAL PEDERNERA";"D";"0868"
"00015270";"LA BERTITA";"D5731XAH";"GENERAL PEDERNERA";"D";"0868"
"00015272";"LA CARMEN";"D5738XAD";"GENERAL PEDERNERA";"D";"0868"
"00015273";"LA ELIDA";"D5738XAE";"GENERAL PEDERNERA";"D";"0868"
"00021417";"LA ELISA";"D5741XAA";"GENERAL PEDERNERA";"D";"0868"
"00015274";"LA EMILIA";"D5721XAB";"GENERAL PEDERNERA";"D";"0868"
"00021418";"LA FLECHA";"D5741XAB";"GENERAL PEDERNERA";"D";"0868"
"00015275";"LA GAMA";"D5731XAI";"GENERAL PEDERNERA";"D";"0868"
"00015276";"LA GARRAPATA";"D5738XAF";"GENERAL PEDERNERA";"D";"0868"
"00015277";"LA GUARDIA";"D5759XAO";"GENERAL PEDERNERA";"D";"0868"
"00015278";"LA HERMOSURA";"D5831XAF";"GENERAL PEDERNERA";"D";"0868"
"00015279";"LA IBERIA";"D5731XAR";"GENERAL PEDERNERA";"D";"0868"
"00021419";"LA ISABEL";"D5743XAA";"GENERAL PEDERNERA";"D";"0868"
"00015280";"LA JAVIERA";"D5731XAS";"GENERAL PEDERNERA";"D";"0868"
"00021420";"LA JOSEFINA";"D5741XAF";"GENERAL PEDERNERA";"D";"0868"
"00015281";"LA MAGDALENA";"D5738XAP";"GENERAL PEDERNERA";"D";"0868"
"00015282";"LA MASCOTA";"D5738XAQ";"GENERAL PEDERNERA";"D";"0868"
"00015283";"LA NEGRA";"D5731XAT";"GENERAL PEDERNERA";"D";"0868"
"00015284";"LA NEGRITA";"D5730XBG";"GENERAL PEDERNERA";"D";"0868"
"00021421";"LA PALMIRA";"D5741XAG";"GENERAL PEDERNERA";"D";"0868"
"00015285";"LA PORTADA";"D5731XAU";"GENERAL PEDERNERA";"D";"0868"
"00021422";"LA PRIMAVERA";"D5730XAW";"GENERAL PEDERNERA";"D";"0868"
"00021423";"LA REALIDAD";"D5741XAH";"GENERAL PEDERNERA";"D";"0868"
"00027616";"LA RIBERA";"D5734XAA";"GENERAL PEDERNERA";"D";"0868"
"00015286";"LA ROSADA";"D5831XAP";"GENERAL PEDERNERA";"D";"0868"
"00021424";"LA SILESIA";"D5741XAI";"GENERAL PEDERNERA";"D";"0868"
"00015287";"LA TULA";"D5738XAR";"GENERAL PEDERNERA";"D";"0868"
"00015288";"LA VENECIA";"D5735XAC";"GENERAL PEDERNERA";"D";"0868"
"00021425";"LAGUNA CAPELEN";"D5741XAJ";"GENERAL PEDERNERA";"D";"0868"
"00021426";"LAGUNA SAYAPE";"D5741XAK";"GENERAL PEDERNERA";"D";"0868"
"00015289";"LAS CAROLINAS";"D5731XAV";"GENERAL PEDERNERA";"D";"0868"
"00015290";"LAS ENCADENADAS";"D5738XAG";"GENERAL PEDERNERA";"D";"0868"
"00015291";"LAS MELADAS";"D5738XAH";"GENERAL PEDERNERA";"D";"0868"
"00015292";"LAS PALMAS";"D5730XAZ";"GENERAL PEDERNERA";"D";"0868"
"00015293";"LAS PRADERAS";"D5731XAJ";"GENERAL PEDERNERA";"D";"0868"
"00015294";"LAS TOTORITAS";"D5738XAI";"GENERAL PEDERNERA";"D";"0868"
"00015295";"LAVAISSE";"D5730XBA";"GENERAL PEDERNERA";"D";"0868"
"00015296";"LIBORIO LUNA";"D5730XBB";"GENERAL PEDERNERA";"D";"0868"
"00015297";"LOS ALAMOS";"D5831XAG";"GENERAL PEDERNERA";"D";"0868"
"00015298";"LOS CESARES";"D5738XAJ";"GENERAL PEDERNERA";"D";"0868"
"00015299";"LOS CISNES";"D5731XAK";"GENERAL PEDERNERA";"D";"0868"
"00015300";"LOS ESQUINEROS";"D5738XAS";"GENERAL PEDERNERA";"D";"0868"
"00015301";"LOS MEDANOS";"D5738XAT";"GENERAL PEDERNERA";"D";"0868"
"00015302";"LOS POZOS";"D5738XAU";"GENERAL PEDERNERA";"D";"0868"
"00015303";"MARLITO";"D5730XBH";"GENERAL PEDERNERA";"D";"0868"
"00021427";"MEDANO CHICO";"D5730XAX";"GENERAL PEDERNERA";"D";"0868"
"00021428";"MEDANO GRANDE";"D5730XAY";"GENERAL PEDERNERA";"D";"0868"
"00015305";"NO ES MIA";"D5831XAQ";"GENERAL PEDERNERA";"D";"0868"
"00021430";"NOSSAR";"D5741XAL";"GENERAL PEDERNERA";"D";"0868"
"00015306";"NUEVA ESCOCIA";"D5743XAC";"GENERAL PEDERNERA";"D";"0868"
"00015307";"PEDERNERA";"D5730XBI";"GENERAL PEDERNERA";"D";"0868"
"00021431";"PORTADA DEL SAUCE";"D5741XAM";"GENERAL PEDERNERA";"D";"0868"
"00015308";"POSTA DE FIERRO";"D5831XAR";"GENERAL PEDERNERA";"D";"0868"
"00021599";"POSTA DEL PORTEZUELO";"D5705XAZ";"GENERAL PEDERNERA";"D";"0868"
"00015309";"PRIMER AGUA";"D5831XAS";"GENERAL PEDERNERA";"D";"0868"
"00021433";"PUESTO BELLA VISTA";"D5730XAG";"GENERAL PEDERNERA";"D";"0868"
"00021434";"PUESTO EL TALA";"D5730XAI";"GENERAL PEDERNERA";"D";"0868"
"00015310";"PUNILLA";"D5831XAT";"GENERAL PEDERNERA";"D";"0868"
"00015311";"REAL";"D5831XAH";"GENERAL PEDERNERA";"D";"0868"
"00015312";"RIO QUINTO";"D5738XAK";"GENERAL PEDERNERA";"D";"0868"
"00021435";"SAN ALBERTO";"D5831XAC";"GENERAL PEDERNERA";"D";"0868"
"00015313";"SAN ALEJANDRO";"D5831XAI";"GENERAL PEDERNERA";"D";"0868"
"00021436";"SAN CAMILO";"D5743XAB";"GENERAL PEDERNERA";"D";"0868"
"00021437";"SAN JOSE DEL DURAZNO";"D5741XAC";"GENERAL PEDERNERA";"D";"0868"
"00015314";"SAN JUAN DE TASTU";"D5731XAL";"GENERAL PEDERNERA";"D";"0868"
"00015315";"SAN NICOLAS PUNILLA";"D5831XAJ";"GENERAL PEDERNERA";"D";"0868"
"00015316";"SAN PEDRO";"D5831XAK";"GENERAL PEDERNERA";"D";"0868"
"00015318";"SAN RAMON";"D5730XBC";"GENERAL PEDERNERA";"D";"0868"
"00015319";"SANTA CATALINA";"D5738XAL";"GENERAL PEDERNERA";"D";"0868"
"00015320";"SANTA CLARA";"D5730XBD";"GENERAL PEDERNERA";"D";"0868"
"00015321";"SANTA CLARA";"D5831XAU";"GENERAL PEDERNERA";"D";"0868"
"00015322";"SANTA FELISA";"D5831XAV";"GENERAL PEDERNERA";"D";"0868"
"00015323";"SANTA ISABEL";"D5831XAW";"GENERAL PEDERNERA";"D";"0868"
"00015324";"TASTO";"D5731XAW";"GENERAL PEDERNERA";"D";"0868"
"00015325";"TRES ESQUINAS";"D5730XBJ";"GENERAL PEDERNERA";"D";"0868"
"00015304";"VILLA MERCEDES";"";"GENERAL PEDERNERA";"D";"0868"
"00015326";"VILLA REYNOLDS";"";"GENERAL PEDERNERA";"D";"0868"
"00021439";"VILLA SANTIAGO";"D5730XAJ";"GENERAL PEDERNERA";"D";"0868"
"00015327";"VISCACHERAS";"D5731XAX";"GENERAL PEDERNERA";"D";"0868"
"00015328";"ADOLFO RODRIGUEZ SAA";"D5777XAP";"JUNIN";"D";"0869"
"00015329";"ANGELITA";"D5711XBO";"JUNIN";"D";"0869"
